151,50,358783
152,50,369037
153,50,379308
154,50,389654
155,50,400005
156,50,410292
157,50,420582
158,50,430984
159,50,441385
160,50,451719
161,50,462045
162,50,472363
163,50,482685
164,50,493061
165,50,503307
166,50,513517
167,50,523805
168,50,534147
169,50,544446
170,50,554729
171,50,565118
172,50,575446
173,50,585736
174,50,596059
175,50,606315
176,50,616603
177,50,626926
178,50,637233
179,50,647526
180,50,657817
181,50,668099
182,50,678439
183,50,688757
184,50,699099
185,50,709377
186,50,719628
187,50,729932
188,50,740193
189,50,750464
190,50,760719
191,50,770981
192,50,781429
193,50,791968
194,50,802401
195,50,812648
196,50,822919
197,50,833175
198,50,843483
199,50,853765
200,50,864113
201,50,874475
202,50,884817
203,50,895080
204,50,905343
205,50,915612
206,50,925874
207,50,936167
208,50,946456
209,50,956726
210,50,967000
211,50,977282
212,50,987552
213,50,997834
214,51,8159
215,51,18564
216,51,28993
217,51,39348
218,51,49627
219,51,59912
220,51,70160
221,51,80427
222,51,90709
223,51,100967
224,51,111235
225,51,121664
226,51,132020
227,51,142379
228,51,152818
229,51,163242
230,51,173675
231,51,184089
232,51,194372
233,51,204705
234,51,215108
235,51,225400
236,51,235667
237,51,245957
238,51,256257
239,51,266531
240,51,276787
241,51,287035
242,51,297344
243,51,307689
244,51,318020
245,51,328296
246,51,338559
247,51,348837
248,51,359151
249,51,369421
250,51,379719
251,51,390040
252,51,400394
253,51,410761
254,51,421023
255,51,431331
256,51,441584
257,51,451843
258,51,462087
259,51,472378
260,51,482701
261,51,492963
262,51,503213
263,51,513487
264,51,523849
265,51,534168
266,51,544426
267,51,554677
268,51,564936
269,51,575261
270,51,585569
271,51,595853
272,51,606167
273,51,616493
274,51,626829
275,51,637110
276,51,647366
277,51,657680
278,51,667981
279,51,678241
280,51,688539
281,51,698857
282,51,709284
283,51,719666
284,51,729923
285,51,740203
286,51,750454
287,51,760802
288,51,771202
289,51,781471
290,51,791737
291,51,802025
292,51,812356
293,51,822646
294,51,832923
295,51,843182
296,51,853456
297,51,863775
298,51,874069
299,51,884342
300,51,894628
