1,26,161493
2,27,162668
3,28,163866
4,29,165088
1,38,611048
2,38,621300
3,38,631546
4,38,641787
5,38,652044
6,38,662343
7,38,672624
8,38,682951
9,38,693213
10,38,703521
11,38,713843
12,38,724128
13,38,734381
14,38,744641
15,38,754928
16,38,765269
17,38,775553
18,38,785789
19,38,796046
20,38,806314
21,38,816556
22,38,826804
23,38,837042
24,38,847278
25,38,857510
26,38,867782
27,38,878068
28,38,888311
29,38,898539
30,38,908767
31,38,919003
32,38,929247
33,38,939559
34,38,949865
35,38,960133
36,38,970383
37,38,980699
38,38,990952
39,39,1156
40,39,11396
41,39,21642
42,39,31867
43,39,42095
44,39,52336
45,39,62600
46,39,72916
47,39,83291
48,39,93630
49,39,103932
50,39,114249
51,39,124646
52,39,134975
53,39,145317
54,39,155556
55,39,165849
56,39,176095
57,39,186345
58,39,196624
59,39,206861
60,39,217109
61,39,227371
62,39,237663
63,39,247906
64,39,258146
65,39,268412
66,39,278672
67,39,288933
68,39,299182
69,39,309461
70,39,319732
71,39,330026
72,39,340288
73,39,350560
74,39,360824
75,39,371070
76,39,381346
77,39,391655
78,39,401967
79,39,412296
80,39,422609
81,39,432906
82,39,443301
83,39,453716
84,39,465639
85,39,475971
86,39,486216
87,39,496497
88,39,506802
89,39,517073
90,39,527341
91,39,537605
92,39,547888
93,39,558214
94,39,568500
95,39,578812
96,39,589154
97,39,599519
98,39,609828
99,39,620071
100,39,630317
101,39,640597
102,39,650872
103,39,661127
104,39,671391
105,39,681626
106,39,691870
107,39,702134
108,39,712393
109,39,722649
110,39,732979
111,39,743359
112,39,753657
113,39,763957
114,39,774265
115,39,784554
116,39,794824
117,39,805138
118,39,816664
119,39,826950
120,39,837333
121,39,847776
122,39,858088
123,39,868371
124,39,878679
125,39,888969
126,39,899215
127,39,909459
128,39,919716
129,39,930069
130,39,940377
131,39,950640
132,39,960929
133,39,971190
134,39,981511
135,39,991749
136,40,2021
137,40,12304
138,40,22548
139,40,32801
140,40,43095
141,40,53389
142,40,63702
143,40,73976
144,40,84254
145,40,94528
146,40,104800
147,40,115088
148,40,125347
149,40,135615
150,40,145893
151,40,156272
152,40,166511
153,40,176729
154,40,186959
155,40,197219
156,40,207564
157,40,217896
158,40,228155
159,40,238409
160,40,248681
161,40,258994
162,40,269384
163,40,279833
164,40,290241
165,40,300547
166,40,310794
167,40,321056
168,40,331343
169,40,341671
170,40,351952
171,40,362207
172,40,372468
173,40,382721
174,40,392966
175,40,403216
176,40,413443
177,40,423709
178,40,433962
179,40,444242
180,40,454496
181,40,464749
182,40,475011
183,40,485320
184,40,495662
185,40,505984
186,40,516298
187,40,526599
188,40,536959
189,40,547246
190,40,557555
191,40,567884
192,40,578292
193,40,588676
194,40,599088
195,40,609490
196,40,619851
197,40,630182
198,40,640455
199,40,650746
200,40,661043
201,40,671344
202,40,681653
203,40,691931
204,40,702214
205,40,712554
206,40,722878
207,40,733192
208,40,743526
209,40,753900
210,40,764250
211,40,774573
212,40,784855
213,40,795121
214,40,805420
215,40,815667
216,40,825976
217,40,836350
218,40,846681
219,40,857015
220,40,867320
221,40,877596
222,40,887857
223,40,898204
224,40,908560
225,40,918812
226,40,929049
227,40,939317
228,40,949607
229,40,959877
230,40,970164
231,40,980465
232,40,990810
233,41,1084
234,41,11388
235,41,21690
236,41,32073
237,41,42359
238,41,52669
239,41,62958
240,41,73206
241,41,83487
242,41,93863
243,41,104272
244,41,114531
245,41,125316
246,41,135564
247,41,145831
248,41,156143
249,41,166458
250,41,176700
251,41,186940
252,41,197187
253,41,207444
254,41,217743
255,41,228156
256,41,238431
257,41,248770
258,41,259130
259,41,269433
260,41,279704
261,41,290027
262,41,300281
263,41,310560
264,41,320844
265,41,331090
266,41,341345
267,41,351623
268,41,361876
269,41,372171
270,41,382478
271,41,392754
272,41,403056
273,41,413334
274,41,423646
275,41,433960
276,41,444300
277,41,454701
278,41,464969
279,41,475272
280,41,485599
281,41,495858
282,41,506135
283,41,516414
284,41,526687
285,41,536965
286,41,547231
287,41,557519
288,41,567771
289,41,578031
290,41,588293
291,41,598591
292,41,608841
293,41,619082
294,41,629320
295,41,639576
296,41,649866
297,41,660102
298,41,670358
299,41,680705
300,41,690989
1,53,98376
1,13,337150
1,35,822003
1,39,735036
1,43,809667
1,48,817227
2,48,827480
3,48,837725
4,48,847978
5,48,858251
6,48,868484
7,48,878778
8,48,889031
9,48,899283
10,48,909515
11,48,919768
12,48,930059
13,48,940303
14,48,950561
15,48,960799
16,48,971047
17,48,981306
18,48,991553
19,49,1829
20,49,12176
21,49,22452
22,49,32712
23,49,43034
24,49,53306
25,49,63535
26,49,73738
27,49,84001
28,49,94253
29,49,104497
30,49,114728
31,49,124961
32,49,135262
33,49,145493
34,49,155745
35,49,165991
36,49,176244
37,49,186526
38,49,196786
39,49,207004
40,49,217259
41,49,227570
42,49,237903
43,49,248168
44,49,258412
45,49,268653
46,49,278894
47,49,289138
48,49,299402
49,49,309648
50,49,319882
51,49,330109
52,49,340349
53,49,350634
54,49,360901
55,49,371170
56,49,381481
57,49,391807
58,49,402067
59,49,412344
60,49,422657
61,49,432923
62,49,443221
63,49,453476
64,49,463704
65,49,473937
66,49,484144
67,49,494426
68,49,504743
69,49,515022
70,49,525310
71,49,535565
72,49,545823
73,49,556125
74,49,566378
75,49,576675
76,49,586958
77,49,597276
78,49,607525
79,49,617774
80,49,628009
81,49,638297
82,49,648559
83,49,658832
84,49,669094
85,49,679406
86,49,689726
87,49,700660
88,49,710988
89,49,721283
90,49,731622
91,49,741951
92,49,752262
93,49,762516
94,49,772835
95,49,783154
96,49,793404
97,49,803692
98,49,813953
99,49,824206
100,49,834491
101,49,844751
102,49,855024
103,49,865356
104,49,875685
105,49,885979
106,49,896302
107,49,906565
108,49,916814
109,49,927060
110,49,937303
111,49,947582
112,49,957892
113,49,968194
114,49,978485
115,49,988759
116,49,999102
117,50,9421
118,50,19661
119,50,29918
120,50,40198
121,50,50458
122,50,60753
123,50,71023
124,50,81326
125,50,91562
126,50,101823
127,50,112100
128,50,122366
129,50,132654
130,50,142968
131,50,153381
132,50,163743
133,50,174091
134,50,184365
135,50,194654
136,50,204908
137,50,215168
138,50,225411
139,50,235654
140,50,245919
141,50,256177
142,50,266442
143,50,276690
144,50,286938
145,50,297177
146,50,307448
147,50,317719
148,50,327951
149,50,338226
150,50,348484
